     7.6562 -0.00073953  0.00019816
   -0.15404     -7.3946      1.9814
    -0.1549     -7.3946      1.9814
   -0.15576     -7.3945      1.9814
   -0.15662     -7.3945      1.9814
   -0.15748     -7.3945      1.9814
   -0.15834     -7.3945      1.9813
   -0.15921     -7.3945      1.9813
   -0.16007     -7.3945      1.9813
   -0.16093     -7.3944      1.9813
   -0.16179     -7.3944      1.9813
   -0.16265     -7.3944      1.9813
   -0.16352     -7.3944      1.9813
   -0.16438     -7.3944      1.9813
   -0.16524     -7.3944      1.9813
    -0.1661     -7.3943      1.9813
   -0.16696     -7.3943      1.9813
   -0.16782     -7.3943      1.9813
   -0.16869     -7.3943      1.9813
   -0.16955     -7.3943      1.9813
   -0.17041     -7.3942      1.9813
   -0.17127     -7.3942      1.9813
   -0.17213     -7.3942      1.9813
     -0.173     -7.3942      1.9813
   -0.17386     -7.3942      1.9813
   -0.17472     -7.3942      1.9813
   -0.17558     -7.3941      1.9813
   -0.17644     -7.3941      1.9812
    -0.1773     -7.3941      1.9812
   -0.17817     -7.3941      1.9812
   -0.17903     -7.3941      1.9812
   -0.17989      -7.394      1.9812
   -0.18075      -7.394      1.9812
   -0.18161      -7.394      1.9812
   -0.18248      -7.394      1.9812
   -0.18334      -7.394      1.9812
    -0.1842     -7.3939      1.9812
   -0.18506     -7.3939      1.9812
   -0.18592     -7.3939      1.9812
   -0.18678     -7.3939      1.9812
   -0.18765     -7.3939      1.9812
   -0.18851     -7.3938      1.9812
   -0.18937     -7.3938      1.9812
   -0.19023     -7.3938      1.9812
   -0.19109     -7.3938      1.9812
   -0.19195     -7.3938      1.9811
   -0.19282     -7.3937      1.9811
   -0.19368     -7.3937      1.9811
   -0.19454     -7.3937      1.9811
    -0.1954     -7.3937      1.9811
   -0.19626     -7.3936      1.9811
   -0.19713     -7.3936      1.9811
   -0.19799     -7.3936      1.9811
   -0.19885     -7.3936      1.9811
   -0.19971     -7.3936      1.9811
   -0.20057     -7.3935      1.9811
   -0.20143     -7.3935      1.9811
    -0.2023     -7.3935      1.9811
   -0.20316     -7.3935      1.9811
   -0.20402     -7.3935      1.9811
   -0.20488     -7.3934      1.9811
   -0.20574     -7.3934      1.9811
    -0.2066     -7.3934      1.9811
   -0.20747     -7.3934       1.981
   -0.20833     -7.3933       1.981
   -0.20919     -7.3933       1.981
   -0.21005     -7.3933       1.981
   -0.21091     -7.3933       1.981
   -0.21177     -7.3932       1.981
   -0.21264     -7.3932       1.981
    -0.2135     -7.3932       1.981
   -0.21436     -7.3932       1.981
   -0.21522     -7.3932       1.981
   -0.21608     -7.3931       1.981
   -0.21694     -7.3931       1.981
   -0.21781     -7.3931       1.981
   -0.21867     -7.3931       1.981
   -0.21953      -7.393       1.981
   -0.22039      -7.393       1.981
   -0.22125      -7.393      1.9809
   -0.22211      -7.393      1.9809
   -0.22298     -7.3929      1.9809
   -0.22384     -7.3929      1.9809
    -0.2247     -7.3929      1.9809
   -0.22556     -7.3929      1.9809
   -0.22642     -7.3928      1.9809
   -0.22728     -7.3928      1.9809
   -0.22815     -7.3928      1.9809
   -0.22901     -7.3928      1.9809
   -0.22987     -7.3927      1.9809
   -0.23073     -7.3927      1.9809
   -0.23159     -7.3927      1.9809
   -0.23245     -7.3927      1.9809
   -0.23332     -7.3926      1.9809
   -0.23418     -7.3926      1.9808
   -0.23504     -7.3926      1.9808
    -0.2359     -7.3926      1.9808
   -0.23676     -7.3925      1.9808
   -0.23762     -7.3925      1.9808
   -0.23849     -7.3925      1.9808
   -0.23935     -7.3925      1.9808
   -0.24021     -7.3924      1.9808
   -0.24107     -7.3924      1.9808
   -0.24193     -7.3924      1.9808
   -0.24279     -7.3924      1.9808
   -0.24366     -7.3923      1.9808
   -0.24452     -7.3923      1.9808
   -0.24538     -7.3923      1.9808
   -0.24624     -7.3923      1.9807
    -0.2471     -7.3922      1.9807
   -0.24796     -7.3922      1.9807
   -0.24882     -7.3922      1.9807
   -0.24969     -7.3921      1.9807
   -0.25055     -7.3921      1.9807
   -0.25141     -7.3921      1.9807
   -0.25227     -7.3921      1.9807
   -0.25313      -7.392      1.9807
   -0.25399      -7.392      1.9807
   -0.25486      -7.392      1.9807
   -0.25572      -7.392      1.9807
   -0.25658     -7.3919      1.9807
   -0.25744     -7.3919      1.9807
    -0.2583     -7.3919      1.9806
   -0.25916     -7.3918      1.9806
   -0.26002     -7.3918      1.9806
   -0.26089     -7.3918      1.9806
   -0.26175     -7.3918      1.9806
   -0.26261     -7.3917      1.9806
   -0.26347     -7.3917      1.9806
   -0.26433     -7.3917      1.9806
   -0.26519     -7.3916      1.9806
   -0.26606     -7.3916      1.9806
   -0.26692     -7.3916      1.9806
   -0.26778     -7.3916      1.9806
   -0.26864     -7.3915      1.9806
    -0.2695     -7.3915      1.9805
   -0.27036     -7.3915      1.9805
   -0.27122     -7.3914      1.9805
   -0.27209     -7.3914      1.9805
   -0.27295     -7.3914      1.9805
   -0.27381     -7.3913      1.9805
   -0.27467     -7.3913      1.9805
   -0.27553     -7.3913      1.9805
   -0.27639     -7.3913      1.9805
   -0.27725     -7.3912      1.9805
   -0.27812     -7.3912      1.9805
   -0.27898     -7.3912      1.9805
   -0.27984     -7.3911      1.9804
    -0.2807     -7.3911      1.9804
   -0.28156     -7.3911      1.9804
   -0.28242      -7.391      1.9804
   -0.28328      -7.391      1.9804
   -0.28415      -7.391      1.9804
   -0.28501      -7.391      1.9804
   -0.28587     -7.3909      1.9804
   -0.28673     -7.3909      1.9804
   -0.28759     -7.3909      1.9804
   -0.28845     -7.3908      1.9804
   -0.28931     -7.3908      1.9804
   -0.29018     -7.3908      1.9803
   -0.29104     -7.3907      1.9803
    -0.2919     -7.3907      1.9803
   -0.29276     -7.3907      1.9803
   -0.29362     -7.3906      1.9803
   -0.29448     -7.3906      1.9803
   -0.29534     -7.3906      1.9803
   -0.29621     -7.3905      1.9803
   -0.29707     -7.3905      1.9803
   -0.29793     -7.3905      1.9803
   -0.29879     -7.3904      1.9803
   -0.29965     -7.3904      1.9803
   -0.30051     -7.3904      1.9802
   -0.30137     -7.3903      1.9802
   -0.30224     -7.3903      1.9802
    -0.3031     -7.3903      1.9802
   -0.30396     -7.3902      1.9802
   -0.30482     -7.3902      1.9802
   -0.30568     -7.3902      1.9802
   -0.30654     -7.3901      1.9802
    -0.3074     -7.3901      1.9802
   -0.30826     -7.3901      1.9802
   -0.30913       -7.39      1.9802
   -0.30999       -7.39      1.9801
   -0.31085       -7.39      1.9801
   -0.31171     -7.3899      1.9801
   -0.31257     -7.3899      1.9801
   -0.31343     -7.3899      1.9801
   -0.31429     -7.3898      1.9801
   -0.31516     -7.3898      1.9801
   -0.31602     -7.3898      1.9801
   -0.31688     -7.3897      1.9801
   -0.31774     -7.3897      1.9801
    -0.3186     -7.3897      1.9801
   -0.31946     -7.3896        1.98
   -0.32032     -7.3896        1.98
   -0.32118     -7.3896        1.98
   -0.32205     -7.3895        1.98
   -0.32291     -7.3895        1.98
   -0.32377     -7.3895        1.98
   -0.32463     -7.3894        1.98
   -0.32549     -7.3894        1.98
   -0.32635     -7.3894        1.98
   -0.32721     -7.3893        1.98
   -0.32807     -7.3893        1.98
   -0.32894     -7.3892      1.9799
    -0.3298     -7.3892      1.9799
   -0.33066     -7.3892      1.9799
   -0.33152     -7.3891      1.9799
   -0.33238     -7.3891      1.9799
   -0.33324     -7.3891      1.9799
    -0.3341      -7.389      1.9799
   -0.33496      -7.389      1.9799
   -0.33583      -7.389      1.9799
   -0.33669     -7.3889      1.9799
   -0.33755     -7.3889      1.9798
   -0.33841     -7.3888      1.9798
   -0.33927     -7.3888      1.9798
   -0.34013     -7.3888      1.9798
   -0.34099     -7.3887      1.9798
   -0.34185     -7.3887      1.9798
   -0.34271     -7.3887      1.9798
   -0.34358     -7.3886      1.9798
   -0.34444     -7.3886      1.9798
    -0.3453     -7.3886      1.9798
   -0.34616     -7.3885      1.9797
   -0.34702     -7.3885      1.9797
   -0.34788     -7.3884      1.9797
   -0.34874     -7.3884      1.9797
    -0.3496     -7.3884      1.9797
   -0.35046     -7.3883      1.9797
   -0.35133     -7.3883      1.9797
   -0.35219     -7.3882      1.9797
   -0.35305     -7.3882      1.9797
   -0.35391     -7.3882      1.9797
   -0.35477     -7.3881      1.9796
   -0.35563     -7.3881      1.9796
   -0.35649     -7.3881      1.9796
   -0.35735      -7.388      1.9796
   -0.35821      -7.388      1.9796
   -0.35908     -7.3879      1.9796
   -0.35994     -7.3879      1.9796
    -0.3608     -7.3879      1.9796
   -0.36166     -7.3878      1.9796
   -0.36252     -7.3878      1.9796
   -0.36338     -7.3877      1.9795
   -0.36424     -7.3877      1.9795
    -0.3651     -7.3877      1.9795
   -0.36596     -7.3876      1.9795
   -0.36683     -7.3876      1.9795
   -0.36769     -7.3875      1.9795
   -0.36855     -7.3875      1.9795
   -0.36941     -7.3875      1.9795
   -0.37027     -7.3874      1.9795
   -0.37113     -7.3874      1.9794
   -0.37199     -7.3873      1.9794
   -0.37285     -7.3873      1.9794
   -0.37371     -7.3873      1.9794
   -0.37457     -7.3872      1.9794
   -0.37544     -7.3872      1.9794
    -0.3763     -7.3871      1.9794
   -0.37716     -7.3871      1.9794
   -0.37802     -7.3871      1.9794
   -0.37888      -7.387      1.9793
   -0.37974      -7.387      1.9793
    -0.3806     -7.3869      1.9793
   -0.38146     -7.3869      1.9793
   -0.38232     -7.3869      1.9793
   -0.38318     -7.3868      1.9793
   -0.38405     -7.3868      1.9793
   -0.38491     -7.3867      1.9793
   -0.38577     -7.3867      1.9793
   -0.38663     -7.3866      1.9792
   -0.38749     -7.3866      1.9792
   -0.38835     -7.3866      1.9792
   -0.38921     -7.3865      1.9792
   -0.39007     -7.3865      1.9792
   -0.39093     -7.3864      1.9792
   -0.39179     -7.3864      1.9792
   -0.39265     -7.3863      1.9792
   -0.39352     -7.3863      1.9792
   -0.39438     -7.3863      1.9791
   -0.39524     -7.3862      1.9791
    -0.3961     -7.3862      1.9791
   -0.39696     -7.3861      1.9791
   -0.39782     -7.3861      1.9791
   -0.39868      -7.386      1.9791
   -0.39954      -7.386      1.9791
    -0.4004      -7.386      1.9791
   -0.40126     -7.3859       1.979
   -0.40212     -7.3859       1.979
   -0.40298     -7.3858       1.979
   -0.40385     -7.3858       1.979
   -0.40471     -7.3857       1.979
   -0.40557     -7.3857       1.979
   -0.40643     -7.3856       1.979
   -0.40729     -7.3856       1.979
   -0.40815     -7.3856       1.979
   -0.40901     -7.3855      1.9789
   -0.40987     -7.3855      1.9789
   -0.41073     -7.3854      1.9789
   -0.41159     -7.3854      1.9789
   -0.41245     -7.3853      1.9789
   -0.41331     -7.3853      1.9789
   -0.41417     -7.3852      1.9789
   -0.41504     -7.3852      1.9789
    -0.4159     -7.3852      1.9788
   -0.41676     -7.3851      1.9788
   -0.41762     -7.3851      1.9788
   -0.41848      -7.385      1.9788
   -0.41934      -7.385      1.9788
    -0.4202     -7.3849      1.9788
   -0.42106     -7.3849      1.9788
   -0.42192     -7.3848      1.9788
   -0.42278     -7.3848      1.9787
   -0.42364     -7.3847      1.9787
    -0.4245     -7.3847      1.9787
   -0.42536     -7.3847      1.9787
   -0.42623     -7.3846      1.9787
   -0.42709     -7.3846      1.9787
   -0.42795     -7.3845      1.9787
   -0.42881     -7.3845      1.9787
   -0.42967     -7.3844      1.9786
   -0.43053     -7.3844      1.9786
   -0.43139     -7.3843      1.9786
   -0.43225     -7.3843      1.9786
   -0.43311     -7.3842      1.9786
   -0.43397     -7.3842      1.9786
   -0.43483     -7.3841      1.9786
   -0.43569     -7.3841      1.9786
   -0.43655      -7.384      1.9785
   -0.43741      -7.384      1.9785
   -0.43827     -7.3839      1.9785
   -0.43913     -7.3839      1.9785
      -0.44     -7.3839      1.9785
   -0.44086     -7.3838      1.9785
   -0.44172     -7.3838      1.9785
   -0.44258     -7.3837      1.9785
   -0.44344     -7.3837      1.9784
    -0.4443     -7.3836      1.9784
   -0.44516     -7.3836      1.9784
   -0.44602     -7.3835      1.9784
   -0.44688     -7.3835      1.9784
   -0.44774     -7.3834      1.9784
    -0.4486     -7.3834      1.9784
   -0.44946     -7.3833      1.9784
   -0.45032     -7.3833      1.9783
   -0.45118     -7.3832      1.9783
   -0.45204     -7.3832      1.9783
    -0.4529     -7.3831      1.9783
   -0.45376     -7.3831      1.9783
   -0.45462      -7.383      1.9783
   -0.45549      -7.383      1.9783
   -0.45635     -7.3829      1.9782
   -0.45721     -7.3829      1.9782
   -0.45807     -7.3828      1.9782
   -0.45893     -7.3828      1.9782
   -0.45979     -7.3827      1.9782
   -0.46065     -7.3827      1.9782
   -0.46151     -7.3826      1.9782
   -0.46237     -7.3826      1.9782
   -0.46323     -7.3825      1.9781
   -0.46409     -7.3825      1.9781
   -0.46495     -7.3824      1.9781
   -0.46581     -7.3824      1.9781
   -0.46667     -7.3823      1.9781
   -0.46753     -7.3823      1.9781
   -0.46839     -7.3822      1.9781
   -0.46925     -7.3822       1.978
   -0.47011     -7.3821       1.978
   -0.47097     -7.3821       1.978
   -0.47183      -7.382       1.978
   -0.47269      -7.382       1.978
   -0.47355     -7.3819       1.978
   -0.47441     -7.3819       1.978
   -0.47528     -7.3818       1.978
   -0.47614     -7.3818      1.9779
     -0.477     -7.3817      1.9779
   -0.47786     -7.3817      1.9779
   -0.47872     -7.3816      1.9779
   -0.47958     -7.3816      1.9779
   -0.48044     -7.3815      1.9779
    -0.4813     -7.3814      1.9779
   -0.48216     -7.3814      1.9778
   -0.48302     -7.3813      1.9778
   -0.48388     -7.3813      1.9778
   -0.48474     -7.3812      1.9778
    -0.4856     -7.3812      1.9778
   -0.48646     -7.3811      1.9778
   -0.48732     -7.3811      1.9778
   -0.48818      -7.381      1.9777
   -0.48904      -7.381      1.9777
    -0.4899     -7.3809      1.9777
   -0.49076     -7.3809      1.9777
   -0.49162     -7.3808      1.9777
   -0.49248     -7.3808      1.9777
   -0.49334     -7.3807      1.9777
    -0.4942     -7.3807      1.9776
   -0.49506     -7.3806      1.9776
   -0.49592     -7.3805      1.9776
   -0.49678     -7.3805      1.9776
   -0.49764     -7.3804      1.9776
    -0.4985     -7.3804      1.9776
   -0.49936     -7.3803      1.9776
   -0.50022     -7.3803      1.9775
   -0.50108     -7.3802      1.9775
   -0.50194     -7.3802      1.9775
    -0.5028     -7.3801      1.9775
   -0.50366     -7.3801      1.9775
   -0.50452       -7.38      1.9775
   -0.50538     -7.3799      1.9775
   -0.50624     -7.3799      1.9774
    -0.5071     -7.3798      1.9774
   -0.50796     -7.3798      1.9774
   -0.50882     -7.3797      1.9774
   -0.50968     -7.3797      1.9774
   -0.51054     -7.3796      1.9774
    -0.5114     -7.3796      1.9773
   -0.51227     -7.3795      1.9773
   -0.51313     -7.3794      1.9773
   -0.51399     -7.3794      1.9773
   -0.51485     -7.3793      1.9773
   -0.51571     -7.3793      1.9773
   -0.51657     -7.3792      1.9773
   -0.51743     -7.3792      1.9772
   -0.51829     -7.3791      1.9772
   -0.51915     -7.3791      1.9772
   -0.52001      -7.379      1.9772
   -0.52087     -7.3789      1.9772
   -0.52173     -7.3789      1.9772
   -0.52259     -7.3788      1.9772
   -0.52345     -7.3788      1.9771
   -0.52431     -7.3787      1.9771
   -0.52517     -7.3787      1.9771
   -0.52603     -7.3786      1.9771
   -0.52689     -7.3785      1.9771
   -0.52775     -7.3785      1.9771
   -0.52861     -7.3784       1.977
   -0.52947     -7.3784       1.977
   -0.53033     -7.3783       1.977
   -0.53119     -7.3783       1.977
   -0.53205     -7.3782       1.977
   -0.53291     -7.3781       1.977
   -0.53377     -7.3781       1.977
   -0.53463      -7.378      1.9769
   -0.53549      -7.378      1.9769
   -0.53635     -7.3779      1.9769
    -0.5372     -7.3778      1.9769
   -0.53806     -7.3778      1.9769
   -0.53892     -7.3777      1.9769
   -0.53978     -7.3777      1.9768
   -0.54064     -7.3776      1.9768
    -0.5415     -7.3776      1.9768
   -0.54236     -7.3775      1.9768
   -0.54322     -7.3774      1.9768
   -0.54408     -7.3774      1.9768
   -0.54494     -7.3773      1.9767
    -0.5458     -7.3773      1.9767
   -0.54666     -7.3772      1.9767
   -0.54752     -7.3771      1.9767
   -0.54838     -7.3771      1.9767
   -0.54924      -7.377      1.9767
    -0.5501      -7.377      1.9767
   -0.55096     -7.3769      1.9766
   -0.55182     -7.3768      1.9766
   -0.55268     -7.3768      1.9766
   -0.55354     -7.3767      1.9766
    -0.5544     -7.3767      1.9766
   -0.55526     -7.3766      1.9766
   -0.55612     -7.3765      1.9765
   -0.55698     -7.3765      1.9765
   -0.55784     -7.3764      1.9765
    -0.5587     -7.3764      1.9765
   -0.55956     -7.3763      1.9765
   -0.56042     -7.3762      1.9765
   -0.56128     -7.3762      1.9764
   -0.56214     -7.3761      1.9764
     -0.563     -7.3761      1.9764
   -0.56386      -7.376      1.9764
   -0.56472     -7.3759      1.9764
   -0.56558     -7.3759      1.9764
   -0.56644     -7.3758      1.9763
    -0.5673     -7.3757      1.9763
   -0.56816     -7.3757      1.9763
   -0.56902     -7.3756      1.9763
   -0.56988     -7.3756      1.9763
   -0.57074     -7.3755      1.9763
    -0.5716     -7.3754      1.9762
   -0.57245     -7.3754      1.9762
   -0.57331     -7.3753      1.9762
   -0.57417     -7.3753      1.9762
   -0.57503     -7.3752      1.9762
   -0.57589     -7.3751      1.9762
   -0.57675     -7.3751      1.9761
   -0.57761      -7.375      1.9761
   -0.57847     -7.3749      1.9761
   -0.57933     -7.3749      1.9761
   -0.58019     -7.3748      1.9761
   -0.58105     -7.3747      1.9761
   -0.58191     -7.3747       1.976
   -0.58277     -7.3746       1.976
   -0.58363     -7.3746       1.976
   -0.58449     -7.3745       1.976
   -0.58535     -7.3744       1.976
   -0.58621     -7.3744       1.976
   -0.58707     -7.3743      1.9759
   -0.58793     -7.3742      1.9759
   -0.58879     -7.3742      1.9759
   -0.58965     -7.3741      1.9759
   -0.59051      -7.374      1.9759
   -0.59136      -7.374      1.9759
   -0.59222     -7.3739      1.9758
   -0.59308     -7.3739      1.9758
   -0.59394     -7.3738      1.9758
    -0.5948     -7.3737      1.9758
   -0.59566     -7.3737      1.9758
   -0.59652     -7.3736      1.9757
   -0.59738     -7.3735      1.9757
   -0.59824     -7.3735      1.9757
    -0.5991     -7.3734      1.9757
   -0.59996     -7.3733      1.9757
   -0.60082     -7.3733      1.9757
   -0.60168     -7.3732      1.9756
   -0.60254     -7.3731      1.9756
    -0.6034     -7.3731      1.9756
   -0.60426      -7.373      1.9756
   -0.60511     -7.3729      1.9756
   -0.60597     -7.3729      1.9756
   -0.60683     -7.3728      1.9755
   -0.60769     -7.3727      1.9755
   -0.60855     -7.3727      1.9755
   -0.60941     -7.3726      1.9755
   -0.61027     -7.3725      1.9755
   -0.61113     -7.3725      1.9754
   -0.61199     -7.3724      1.9754
   -0.61285     -7.3723      1.9754
   -0.61371     -7.3723      1.9754
   -0.61457     -7.3722      1.9754
   -0.61543     -7.3721      1.9754
   -0.61629     -7.3721      1.9753
   -0.61714      -7.372      1.9753
     -0.618     -7.3719      1.9753
   -0.61886     -7.3719      1.9753
   -0.61972     -7.3718      1.9753
   -0.62058     -7.3717      1.9753
   -0.62144     -7.3717      1.9752
    -0.6223     -7.3716      1.9752
   -0.62316     -7.3715      1.9752
   -0.62402     -7.3715      1.9752
   -0.62488     -7.3714      1.9752
   -0.62574     -7.3713      1.9751
    -0.6266     -7.3713      1.9751
   -0.62745     -7.3712      1.9751
   -0.62831     -7.3711      1.9751
   -0.62917     -7.3711      1.9751
   -0.63003      -7.371      1.9751
   -0.63089     -7.3709       1.975
   -0.63175     -7.3709       1.975
   -0.63261     -7.3708       1.975
   -0.63347     -7.3707       1.975
   -0.63433     -7.3707       1.975
   -0.63519     -7.3706      1.9749
   -0.63605     -7.3705      1.9749
    -0.6369     -7.3704      1.9749
   -0.63776     -7.3704      1.9749
   -0.63862     -7.3703      1.9749
   -0.63948     -7.3702      1.9748
   -0.64034     -7.3702      1.9748
    -0.6412     -7.3701      1.9748
   -0.64206       -7.37      1.9748
   -0.64292       -7.37      1.9748
   -0.64378     -7.3699      1.9748
   -0.64464     -7.3698      1.9747
   -0.64549     -7.3697      1.9747
   -0.64635     -7.3697      1.9747
   -0.64721     -7.3696      1.9747
   -0.64807     -7.3695      1.9747
   -0.64893     -7.3695      1.9746
   -0.64979     -7.3694      1.9746
   -0.65065     -7.3693      1.9746
   -0.65151     -7.3693      1.9746
   -0.65237     -7.3692      1.9746
   -0.65322     -7.3691      1.9745
   -0.65408      -7.369      1.9745
   -0.65494      -7.369      1.9745
    -0.6558     -7.3689      1.9745
   -0.65666     -7.3688      1.9745
   -0.65752     -7.3688      1.9745
   -0.65838     -7.3687      1.9744
   -0.65924     -7.3686      1.9744
    -0.6601     -7.3685      1.9744
   -0.66095     -7.3685      1.9744
   -0.66181     -7.3684      1.9744
   -0.66267     -7.3683      1.9743
   -0.66353     -7.3683      1.9743
   -0.66439     -7.3682      1.9743
   -0.66525     -7.3681      1.9743
   -0.66611      -7.368      1.9743
   -0.66697      -7.368      1.9742
   -0.66782     -7.3679      1.9742
   -0.66868     -7.3678      1.9742
   -0.66954     -7.3677      1.9742
    -0.6704     -7.3677      1.9742
   -0.67126     -7.3676      1.9741
   -0.67212     -7.3675      1.9741
   -0.67298     -7.3675      1.9741
   -0.67384     -7.3674      1.9741
   -0.67469     -7.3673      1.9741
   -0.67555     -7.3672       1.974
   -0.67641     -7.3672       1.974
   -0.67727     -7.3671       1.974
   -0.67813      -7.367       1.974
   -0.67899     -7.3669       1.974
   -0.67985     -7.3669      1.9739
    -0.6807     -7.3668      1.9739
   -0.68156     -7.3667      1.9739
   -0.68242     -7.3666      1.9739
   -0.68328     -7.3666      1.9739
   -0.68414     -7.3665      1.9738
     -0.685     -7.3664      1.9738
   -0.68586     -7.3663      1.9738
   -0.68671     -7.3663      1.9738
   -0.68757     -7.3662      1.9738
   -0.68843     -7.3661      1.9737
   -0.68929      -7.366      1.9737
   -0.69015      -7.366      1.9737
   -0.69101     -7.3659      1.9737
   -0.69187     -7.3658      1.9737
   -0.69272     -7.3657      1.9736
   -0.69358     -7.3657      1.9736
   -0.69444     -7.3656      1.9736
    -0.6953     -7.3655      1.9736
   -0.69616     -7.3654      1.9736
   -0.69702     -7.3654      1.9735
   -0.69788     -7.3653      1.9735
   -0.69873     -7.3652      1.9735
   -0.69959     -7.3651      1.9735
   -0.70045     -7.3651      1.9735
   -0.70131      -7.365      1.9734
   -0.70217     -7.3649      1.9734
   -0.70303     -7.3648      1.9734
   -0.70388     -7.3648      1.9734
   -0.70474     -7.3647      1.9734
    -0.7056     -7.3646      1.9733
   -0.70646     -7.3645      1.9733
   -0.70732     -7.3644      1.9733
   -0.70818     -7.3644      1.9733
   -0.70903     -7.3643      1.9733
   -0.70989     -7.3642      1.9732
   -0.71075     -7.3641      1.9732
   -0.71161     -7.3641      1.9732
   -0.71247      -7.364      1.9732
   -0.71333     -7.3639      1.9732
   -0.71418     -7.3638      1.9731
   -0.71504     -7.3638      1.9731
    -0.7159     -7.3637      1.9731
   -0.71676     -7.3636      1.9731
   -0.71762     -7.3635       1.973
   -0.71848     -7.3634       1.973
   -0.71933     -7.3634       1.973
   -0.72019     -7.3633       1.973
   -0.72105     -7.3632       1.973
   -0.72191     -7.3631      1.9729
   -0.72277      -7.363      1.9729
   -0.72362      -7.363      1.9729
   -0.72448     -7.3629      1.9729
   -0.72534     -7.3628      1.9729
    -0.7262     -7.3627      1.9728
   -0.72706     -7.3627      1.9728
   -0.72791     -7.3626      1.9728
   -0.72877     -7.3625      1.9728
   -0.72963     -7.3624      1.9728
   -0.73049     -7.3623      1.9727
   -0.73135     -7.3623      1.9727
   -0.73221     -7.3622      1.9727
   -0.73306     -7.3621      1.9727
   -0.73392      -7.362      1.9726
   -0.73478     -7.3619      1.9726
   -0.73564     -7.3619      1.9726
    -0.7365     -7.3618      1.9726
   -0.73735     -7.3617      1.9726
   -0.73821     -7.3616      1.9725
   -0.73907     -7.3615      1.9725
   -0.73993     -7.3615      1.9725
   -0.74079     -7.3614      1.9725
   -0.74164     -7.3613      1.9725
    -0.7425     -7.3612      1.9724
   -0.74336     -7.3611      1.9724
   -0.74422     -7.3611      1.9724
   -0.74508      -7.361      1.9724
   -0.74593     -7.3609      1.9723
   -0.74679     -7.3608      1.9723
   -0.74765     -7.3607      1.9723
   -0.74851     -7.3606      1.9723
   -0.74937     -7.3606      1.9723
   -0.75022     -7.3605      1.9722
   -0.75108     -7.3604      1.9722
   -0.75194     -7.3603      1.9722
    -0.7528     -7.3602      1.9722
   -0.75365     -7.3602      1.9721
   -0.75451     -7.3601      1.9721
   -0.75537       -7.36      1.9721
   -0.75623     -7.3599      1.9721
   -0.75709     -7.3598      1.9721
   -0.75794     -7.3597       1.972
    -0.7588     -7.3597       1.972
   -0.75966     -7.3596       1.972
   -0.76052     -7.3595       1.972
   -0.76137     -7.3594       1.972
   -0.76223     -7.3593      1.9719
   -0.76309     -7.3593      1.9719
   -0.76395     -7.3592      1.9719
   -0.76481     -7.3591      1.9719
   -0.76566      -7.359      1.9718
   -0.76652     -7.3589      1.9718
   -0.76738     -7.3588      1.9718
   -0.76824     -7.3588      1.9718
   -0.76909     -7.3587      1.9717
   -0.76995     -7.3586      1.9717
   -0.77081     -7.3585      1.9717
   -0.77167     -7.3584      1.9717
   -0.77252     -7.3583      1.9717
   -0.77338     -7.3582      1.9716
   -0.77424     -7.3582      1.9716
    -0.7751     -7.3581      1.9716
   -0.77595      -7.358      1.9716
   -0.77681     -7.3579      1.9715
   -0.77767     -7.3578      1.9715
   -0.77853     -7.3577      1.9715
   -0.77939     -7.3577      1.9715
   -0.78024     -7.3576      1.9715
    -0.7811     -7.3575      1.9714
   -0.78196     -7.3574      1.9714
   -0.78282     -7.3573      1.9714
   -0.78367     -7.3572      1.9714
   -0.78453     -7.3571      1.9713
   -0.78539     -7.3571      1.9713
   -0.78625      -7.357      1.9713
    -0.7871     -7.3569      1.9713
   -0.78796     -7.3568      1.9713
   -0.78882     -7.3567      1.9712
   -0.78967     -7.3566      1.9712
   -0.79053     -7.3565      1.9712
   -0.79139     -7.3565      1.9712
   -0.79225     -7.3564      1.9711
    -0.7931     -7.3563      1.9711
   -0.79396     -7.3562      1.9711
   -0.79482     -7.3561      1.9711
   -0.79568      -7.356       1.971
   -0.79653     -7.3559       1.971
   -0.79739     -7.3559       1.971
   -0.79825     -7.3558       1.971
   -0.79911     -7.3557      1.9709
   -0.79996     -7.3556      1.9709
   -0.80082     -7.3555      1.9709
   -0.80168     -7.3554      1.9709
   -0.80254     -7.3553      1.9709
   -0.80339     -7.3552      1.9708
   -0.80425     -7.3552      1.9708
   -0.80511     -7.3551      1.9708
   -0.80596      -7.355      1.9708
   -0.80682     -7.3549      1.9707
   -0.80768     -7.3548      1.9707
   -0.80854     -7.3547      1.9707
   -0.80939     -7.3546      1.9707
   -0.81025     -7.3545      1.9706
   -0.81111     -7.3545      1.9706
   -0.81196     -7.3544      1.9706
   -0.81282     -7.3543      1.9706
   -0.81368     -7.3542      1.9706
   -0.81454     -7.3541      1.9705
   -0.81539      -7.354      1.9705
   -0.81625     -7.3539      1.9705
   -0.81711     -7.3538      1.9705
   -0.81796     -7.3537      1.9704
   -0.81882     -7.3537      1.9704
   -0.81968     -7.3536      1.9704
   -0.82054     -7.3535      1.9704
   -0.82139     -7.3534      1.9703
   -0.82225     -7.3533      1.9703
   -0.82311     -7.3532      1.9703
   -0.82396     -7.3531      1.9703
   -0.82482      -7.353      1.9702
   -0.82568     -7.3529      1.9702
   -0.82653     -7.3529      1.9702
   -0.82739     -7.3528      1.9702
   -0.82825     -7.3527      1.9701
